Название;Место;Дата проведения;Дедлайн;Область науки;Почта;Ссылка
2021 – XIVth International Conference on Business, Economics, Law, Language & Psychology (ICBELLP), 08-09 September, London;Великобритания;08.09.21 — 09.09.21;06.09.2021;Экономические;convener@eurasiaresearch.info;none
2021 – XVIth International Conference on Business, Economics, Law, Language & Psychology (ICBELLP), 08-09 September, Rome;Италия;08.09.21 — 09.09.21;06.09.2021;Экономические;convener@eurasiaresearch.info;none
6th ICSTR London – International Conference on Science & Technology Research, 09-10 September 2021;Великобритания;09.09.21 — 10.09.21;07.09.2021;Технические;convener@eurasiaresearch.info;none
4th ICSTR Rome – International Conference on Science & Technology Research, 09-10 September 2021;Италия;09.09.21 — 10.09.21;07.09.2021;Технические;convener@eurasiaresearch.info;none
2021 – 14th International Conference on Research in Life-Sciences & Healthcare (ICRLSH), 10-11 September, London;Великобритания;10.09.21 — 11.09.21;08.09.2021;Медицинские;convener@eurasiaresearch.info;none
2021 – 16th International Conference on Research in Life-Sciences & Healthcare (ICRLSH), 10-11 September, Rome;Италия;10.09.21 — 11.09.21;08.09.2021;Медицинские;convener@eurasiaresearch.info;none
7th GoGreen Summit;Филиппины;14.10.21 — 15.10.21;09.09.2021;Сельскохозяйственные;bioleaguesevents@gmail.com;none
Научно-практическая конференция на тему: «Реформирование законодательства и государственных институтов»;Украина;10.09.21 — 11.09.21;10.09.2021;Юридические;info@molodyvcheny.in.ua;http://molodyvcheny.in.ua/ru/conf/law/info/
Новые подходы в экономике и управлении;Чехия;15.09.21 — 16.09.21;10.09.2021;Экономические;sociosphere@yandex.ru;none
2nd Edition of International Conference on Traditional Medicine, Ethnomedicine and Natural Therapies;США;24.09.21 — 25.09.21;10.09.2021;Медицинские;traditionalmedicine@magnus-group.org;none
3rd Edition of Euro-Global Conference on Pediatrics and Neonatology;Франция;17.09.21 — 18.09.21;10.09.2021;Медицинские;pediatrics@magnusmeetings.com;none
World Congress on Nephrology;Великобритания;13.09.21 — 15.09.21;10.09.2021;Медицинские;nephrology@frontiersgroup.org;none
16th ICTEL 2021 – International Conference on Teaching, Education & Learning, 14-15 September, Athens;Греция;14.09.21 — 15.09.21;12.09.2021;Педагогические;convener@eurasiaresearch.info;none
3rd Athens – International Conference on Social Science & Humanities (ICSSH), 15-16 September 2021;Греция;15.09.21 — 16.09.21;13.09.2021;Социологические;convener@eurasiaresearch.info;none
Выставка Ukrainian Gaming Week 2021;Украина;14.09.21 — 15.09.21;13.09.2021;Экономические;o.turchinskaya@smileexpo.team;none
2021 International Conference on Resources, Environment and Green Economy (CREGE 2021);Китай;24.09.21 — 26.09.21;13.09.2021;Науки о Земле;contactcrege@163.com;http://www.crege.org/
"XII Международная конференция ""Наука и общество - методика и проблемы практического применения""";Канада;15.09.21 — 15.09.21;14.09.2021;Экономические;pub@ppublishing.org;none
2021 – XVth International Conference on Business, Economics, Law, Language & Psychology (ICBELLP), 16-17 September, Athens;Греция;16.09.21 — 17.09.21;14.09.2021;Экономические;convener@eurasiaresearch.info;none
2021 2nd International Conference on Frontiers of Nanomaterials and Nanotechnology (NanoMT 2021);Сингапур;15.10.21 — 17.10.21;15.09.2021;Технические;nanomt@iased.org;none
Традиционная и современная культура: история, актуальное положение и перспективы;Чехия;20.09.21 — 21.09.21;15.09.2021;Педагогические;sociosphere@yandex.ru;none
3rd ICSTR Athens – International Conference on Science & Technology Research, 17-18 September 2021;Греция;17.09.21 — 18.09.21;15.09.2021;Технические;convener@eurasiaresearch.info;none
2nd Edition of International Conference on Traditional Medicine, Ethnomedicine and Natural Therapies;Франция;24.09.21 — 25.09.21;15.09.2021;Медицинские;traditionalmedicine@conferencemails.com;none
6th International conference on Plastic and Reconstructive Surgery;Великобритания;23.09.21 — 24.09.21;15.09.2021;Медицинские;plasticsurgerycongress@gmail.com;none
4th International Conference on Agriculture, Food and Biotechnology (ICAFB 2022);Вьетнам;07.01.22 — 09.01.22;15.09.2021;Биологические;icafb@cbees.net;http://www.icafb.org/
6th International Conference on Digital Signal Processing (ICDSP 2022);Китай;25.02.22 — 27.02.22;15.09.2021;Компьютерные;icdsp@iact.net;none
5th International Conference on Big Data Management (ICBDM 2022);Китай;18.02.22 — 21.02.22;15.09.2021;Компьютерные;icbdm@asr.org;none
14th International Conference on Machine Learning and Computing (ICMLC 2022);Китай;18.02.22 — 21.02.22;15.09.2021;Компьютерные;icmlc@asr.org;none
5th International Conference on Computer Graphics and Virtuality (ICCGV 2022);Китай;25.02.22 — 27.02.22;15.09.2021;Компьютерные;iccgv@iact.net;none
5th International Conference on Computers in Management and Business (ICCMB 2022);Сингапур;21.01.22 — 23.01.22;15.09.2021;Компьютерные;iccmb2018@yeah.net;none
3rd International Conference on Supply Chain Management (ICSCM 2022);Сингапур;21.01.22 — 23.01.22;15.09.2021;Экономические;icscm_conf@yeah.net;none
13th International Conference on E-Education, E-Business, E-Management and E-Learning (IC4E 2022);Япония;14.01.22 — 17.01.22;15.09.2021;Технические;ic4e@iedrc.org;none
7th International Conference on Marketing, Business and Trade (ICMBT 2022);Япония;14.01.22 — 17.01.22;15.09.2021;Экономические;icmbt@iedrc.net;none
2nd International Conference on Computer Vision and Information Engineering (CVIE 2022);Китай;18.02.22 — 20.02.22;15.09.2021;Компьютерные;cvie_conf@yeah.net;none
6th International Conference on Compute and Data Analysis (ICCDA 2022);Китай;18.02.22 — 20.02.22;15.09.2021;Компьютерные;iccda_info@163.com;none
2021 – 15th International Conference on Research in Life-Sciences & Healthcare (ICRLSH), 18-19 September, Athens;Греция;18.09.21 — 19.09.21;16.09.2021;Медицинские;convener@eurasiaresearch.info;none
2021 5th International Conference on Material Engineering and Advanced Manufacturing Technology (MEAMT 2021);Сингапур;15.10.21 — 17.10.21;17.09.2021;Технические;meamt@iased.org;none
Научно-практическая конференция на тему: «Теоретические и практические исследования в области филологии и языкознания»;Украина;17.09.21 — 17.09.21;17.09.2021;Филологические;info@molodyvcheny.in.ua;http://molodyvcheny.in.ua/ru/conf/fil/info/
ДРУГІ ХАРКІВСЬКІ ЗООЛОГІЧНИХ ЧИТАННЯ З ЗООЛОГІЇ БЕЗХРЕБЕТНИХ ПРИСВЯЧЕНІ ПАМ'ЯТІ ПРОФЕСОРА Є. І. ЛУКІНА;Украина;11.10.21 — 15.10.21;19.09.2021;Биологические;lukin.conf.2021@gmail.com;none
МІЖНАРОДНА НАУКОВО-ПРАКТИЧНА КОНФЕРЕНЦІЯ  «ЕКОНОМІКА, ОСВІТА, ТЕХНОЛОГІЇ В КОНТЕКСТІ ГЛОБАЛЬНИХ ВИКЛИКІВ»;Украина;23.09.21 — 24.09.21;19.09.2021;Технические;konfcsbc@ukr.net;none
2021 2nd International Joint Conference on Automation Science and Engineering (JCASE 2021);Китай;04.11.21 — 06.11.21;20.09.2021;Технические;jcase@hksra.org;none
2021 2nd International Conference on Frontiers of Intelligent Manufacturing and Automation (CFIMA 2021);Китай;04.11.21 — 06.11.21;20.09.2021;Технические;cfima@hksra.org;none
2021 2nd International Conference on Control Theory and Applications (ICoCTA 2021);Китай;04.11.21 — 06.11.21;20.09.2021;Технические;icocta@hksra.org;none
2021 International Symposium on Electronics, Communications and Control Engineering (SECCE 2021);Чехия;14.10.21 — 16.10.21;20.09.2021;Технические;secce@iaeeee.org;none
Проблемы становления профессионала:  теоретические принципы анализа и практические решения;Чехия;25.09.21 — 26.09.21;20.09.2021;Педагогические;sociosphere@yandex.ru;none
2021 5th International Conference on Industrial Automation, Robotics and Control Engineering (IARCE 2021);Китай;04.11.21 — 06.11.21;20.09.2021;Технические;iarce@hksra.org;none
2021 International Conference on Intelligent Vehicles (ICoIV 2021);Китай;07.11.21 — 09.11.21;20.09.2021;Технические;icoiv@hksra.org;none
2021 International Workshop on Service Robotics (IWoSR 2021);Китай;07.11.21 — 09.11.21;20.09.2021;Технические;iwosr@hksra.org;none
WiCOM, the 16th International Conference on Wireless Communications, Networking and Mobile Computing (WiCOM 2021);Китай;22.10.21 — 24.10.21;20.09.2021;Технические;seminarcfp@163.com;none
The 8th World Congress on Engineering and Technology (CET 2021);Китай;22.10.21 — 24.10.21;20.09.2021;Технические;seminarcfp@163.com;none
Int’l Conference on Aerospace Engineering (ICAE 2021);Китай;22.10.21 — 24.10.21;20.09.2021;Технические;seminarcfp@163.com;none
Int’l Conference on Applied and Engineering Mathematics (AEM 2021);Китай;22.10.21 — 24.10.21;20.09.2021;Технические;seminarcfp@163.com;none
Int’l Conference on Traffic and Transportation Engineering (CTTE 2021);Китай;22.10.21 — 24.10.21;20.09.2021;Технические;seminarcfp@163.com;none
6th International Conference on Robotics, Control and Automation (ICRCA 2022);Китай;26.02.22 — 28.02.22;20.09.2021;Компьютерные;icrca@young.ac.cn;none
6th International Conference on Robotics and Machine Vision(ICRMV 2022);Китай;26.02.22 — 28.02.22;20.09.2021;Компьютерные;icrmv@academic.net;none
M-Health Congress 2021 – событие об интеграции медицины и мира инновационных технологий.;Россия;28.09.21 — 28.09.21;20.09.2021;Технические;help@smileexpo.team;none
Международная конференция к 130-летию со дня рождения Дж.Р.Р. Толкина «Творчество Дж.Р.Р. Толкина в контексте литературного процесса»;Россия;14.01.22 — 16.01.22;22.09.2021;Философские;tolkienconf2022@gmail.com;none
2nd International Conference on Advanced Nanomaterials (ICANM 2022);Вьетнам;12.02.22 — 14.02.22;25.09.2021;Нанотехнологии;icanm@cbees.net;none
7th International Conference on Energy Engineering and Smart Materials (ICEESM 2022);Вьетнам;12.02.22 — 14.02.22;25.09.2021;Технические;eesm@cbees.net;none
5th International Conference on Materials Engineering and Applications (ICMEA 2022);Вьетнам;12.02.22 — 14.02.22;25.09.2021;Технические;icmea@cbees.net;none
11th International Conference on Information and Electronics Engineering (ICIEE 2022);Корея;19.02.22 — 21.02.22;25.09.2021;Технические;iciee@iacsitp.com;none
6th International Conference on Mechanical, Aeronautical and Automotive Engineering (ICMAA 2022);Сингапур;25.02.22 — 27.02.22;25.09.2021;Технические;icmaa_info@163.com;none
13th International Conference on Mechatronics and Manufacturing (ICMM 2022);Сингапур;25.02.22 — 27.02.22;25.09.2021;Технические;icmm@academic.net;none
4th International Conference on BioMedical Technology (ICBMT 2022);Китай;25.02.22 — 27.02.22;25.09.2021;Биологические;icbmt@cbees.net;http://www.icbmt.org/
2022 4th International Conference on BioMedical Technology (ICBMT 2022);Китай;25.02.22 — 27.02.22;25.09.2021;Биологические;icbmtatcbees.net;http://www.icbmt.org/cfp.html
7th International Conference on Intelligent Information Technology (ICIIT 2022);Китай;25.02.22 — 27.02.22;25.09.2021;Компьютерные;iciit@cbees.net;http://www.iciit.org/
Global Conference on Agriculture and Horticulture;Франция;30.09.21 — 02.10.21;26.09.2021;Сельскохозяйственные;agriculture@conferencemails.com;none
Иностранный язык в системе среднего и высшего образования;Чехия;01.10.21 — 02.10.21;27.09.2021;Филологические;sociosphere@yandex.ru;none
International Conference on Arthroplasty and Orthopedic Surgery;Австрия;08.11.21 — 09.11.21;29.09.2021;Медицинские;orthopaediccongress@gmail.com;none
The 10th Int'l Conference on Engineering and Business Management (EBM 2021);Китай;22.10.21 — 24.10.21;30.09.2021;Экономические;workshop9@126.com;none
The 6th International Conference on Accounting and Financial Management (AFM 2021);Китай;22.10.21 — 24.10.21;30.09.2021;Экономические;workshop9@126.com;none
International Conference on Human Resource and Enterprise Management (CHREM 2021);Китай;22.10.21 — 24.10.21;30.09.2021;Экономические;workshop9@126.com;none
3rd ICSTR Istanbul – International Conference on Science & Technology Research, 07-08 October 2021;Турция;07.10.21 — 08.10.21;05.10.2021;Технические;convener@eurasiaresearch.info;none
5th International Conference on Aeronautical, Aerospace and Mechanical Engineering (AAME 2022);Китай;12.02.22 — 14.02.22;05.10.2021;Технические;aame_conf@126.com;none
8th International Conference on Mechanical Design and Engineering (ICMDE 2022);Китай;12.02.22 — 14.02.22;05.10.2021;Технические;icmde2020@126.com;none
2022 International Conference on Computer Technologies (ICCT 2022);Малайзия;24.02.22 — 26.02.22;05.10.2021;Компьютерные;icct_iconf@163.com;none
11th International Conference on Software and Computer Applications (ICSCA 2022);Малайзия;24.02.22 — 26.02.22;05.10.2021;Компьютерные;icsca_general@163.com;none
2022 The Asia Pacific Computer Systems Conference (APCS 2022);США;04.03.22 — 06.03.22;05.10.2021;Компьютерные;apcs_conf@163.com;none
5th International Conference on Information and Computer Technologies (ICICT 2022);США;04.03.22 — 06.03.22;05.10.2021;Компьютерные;icict@academic.net;none
2021 – 17th International Conference on Research in Life-Sciences & Healthcare (ICRLSH), 08-09 October, Istanbul;Турция;08.10.21 — 09.10.21;06.10.2021;Медицинские;convener@eurasiaresearch.info;none
Информатизация высшего образования:  современное состояние и перспективы развития;Чехия;12.10.21 — 13.10.21;07.10.2021;Технические;sociosphere@yandex.ru;none
2021 International Joint Conference on Robotics and Artificial Intelligence (JCRAI 2021);Китай;07.11.21 — 09.11.21;07.10.2021;Технические;jcrai@hksra.org;none
Plenareno Diabetes, Obesity and Cholesterol Metabolism Conference;Арабские Эмираты;25.10.21 — 26.10.21;08.10.2021;Медицинские;diabetes@plenareno.net;none
Цели, задачи и ценности воспитания в современных условиях;Чехия;13.10.21 — 14.10.21;08.10.2021;Педагогические;sociosphere@yandex.ru;none
19th ICTEL 2021 – International Conference on Teaching, Education & Learning, 11-12 October, Lisbon;Португалия;11.10.21 — 12.10.21;09.10.2021;Педагогические;convener@eurasiaresearch.info;none
3rd Lisbon – International Conference on Social Science & Humanities (ICSSH), 12-13 October 2021;Португалия;12.10.21 — 13.10.21;10.10.2021;Социологические;convener@eurasiaresearch.info;none
2021 – XVIIIth International Conference on Business, Economics, Law, Language & Psychology (ICBELLP), 13-14 October, Lisbon;Португалия;13.10.21 — 14.10.21;10.10.2021;Экономические;convener@eurasiaresearch.info;none
6th International Conference on Green Energy and Applications (ICGEA 2022);Сингапур;04.03.22 — 06.03.22;10.10.2021;Технические;icgea@young.ac.cn;none
4th International Conference on Energy Management and Applications Technologies (ICEMAT 2022);Австралия;18.02.22 — 20.02.22;10.10.2021;Технические;icemat_conf@126.com;none
5th International Conference on Big Data and Education (ICBDE 2022);Китай;26.02.22 — 28.02.22;10.10.2021;Компьютерные;icbde@academic.net;none
10th International Conference on Management and Education Innovation (ICMEI 2022);Китай;26.02.22 — 28.02.22;10.10.2021;Экономические;icmei@academic.net;none
I Ушкаловські читання «(НЕ)МОЖЛИВІСТЬ КАНОНУ: СВІТОВА ЛІТЕРАТУРА / ЛІТЕРАТУРА УКРАЇНСЬКА»;Украина;12.11.21 — 13.11.21;10.10.2021;Философские;l.v.garmash@hnpu.edu.ua;none
4th International Conference on Natural Language Processing (ICNLP 2022);Китай;25.03.22 — 27.03.22;10.10.2021;Компьютерные;icnlp@iact.net;none
4th International Symposium on Signal Processing Systems (SSPS 2022);Китай;25.03.22 — 27.03.22;10.10.2021;Компьютерные;ssps@iact.net;none
2nd International Conference on Advanced Enterprise Information System (AEIS 2022);Великобритания;25.03.22 — 27.03.22;10.10.2021;Компьютерные;aeisconference@outlook.com;none
2nd International Workshop on Information Management (WSIM 2022);Великобритания;25.03.22 — 27.03.22;10.10.2021;Компьютерные;wsimconference@outlook.com;none
Тенденции развития современной лингвистики в эпоху глобализации;Чехия;17.10.21 — 18.10.21;12.10.2021;Филологические;sociosphere@yandex.ru;none
3rd ICSTR Lisbon – International Conference on Science & Technology Research, 14-15 October 2021;Португалия;14.10.21 — 15.10.21;12.10.2021;Технические;convener@eurasiaresearch.info;none
2021 – 18th International Conference on Research in Life-Sciences & Healthcare (ICRLSH), 15-16 October, Lisbon;Португалия;15.10.21 — 16.10.21;13.10.2021;Медицинские;convener@eurasiaresearch.info;none
Современная возрастная психология: основные направления и перспективы исследования;Чехия;20.10.21 — 20.10.21;15.10.2021;Медицинские;sociosphere@yandex.ru;none
2021 3rd International Conference on Big Data, IoT, and Cloud Computing (ICBICC 2021);Италия;12.11.21 — 14.11.21;15.10.2021;Технические;icbicc@iased.org;none
2021 3rd International Conference on Software Engineering and Development (ICSED 2021);Китай;19.11.21 — 21.11.21;15.10.2021;Компьютерные;icsed@acm-sg.org;http://www.icsed.org/
2021 5th International Symposium on Computer Science and Intelligent Control(ISCSIC 2021);Италия;12.11.21 — 14.11.21;15.10.2021;Технические;iscsic@iased.org;none
INTERNATIONAL CONFERENCE ON GYNECOLOGY AND OBSTETRICS;Арабские Эмираты;22.11.21 — 23.11.21;15.10.2021;Медицинские;gynecologyconference280@gmail.com;none
12th International Conference on Power, Energy and Electrical Engineering (CPEEE 2022);Япония;25.02.22 — 27.02.22;15.10.2021;Технические;cpeee_conf@126.com;none
12th International Conference on Renewable and Clean Energy (ICRCE 2022);Япония;25.02.22 — 27.02.22;15.10.2021;Технические;icrceconf@126.com;none
9th International Conference on Chemical and Biological Sciences (ICCBS 2022);Япония;28.02.22 — 03.03.22;15.10.2021;Химические;iccbs@materials.ac.cn;none
12th International Conference on Chemistry and Chemical Process (ICCCP 2022);Япония;28.02.22 — 03.03.22;15.10.2021;Химические;icccp@materials.ac.cn;none
8th International Conference on Chemical and Food Engineering (ICCFE 2022);Япония;28.02.22 — 03.03.22;15.10.2021;Химические;iccfe@materials.ac.cn;none
"XII Международная научно-практическая конференция «Конкурентный потенциал региона: оценка и эффективность использования""";Россия;10.11.21 — 11.11.21;15.10.2021;Экономические;alyonapechenckina@yandex.ru;none
4th International Conference on Advanced Materials Science and Engineering (AMSE 2022);Япония;18.03.22 — 20.03.22;15.10.2021;Технические;amse_secretary@yeah.net;none
7th International Conference on Manufacturing, Material and Metallurgical Engineering (ICMMME 2022);Япония;18.03.22 — 20.03.22;15.10.2021;Технические;icmmme_conf@163.com;none
2021 World Neuroscience and Psychiatry Conference;Тайланд;19.11.21 — 20.11.21;20.10.2021;Медицинские;neuroscience@episirus.org;none
7th International Conference on Big Data Analytics (IEEE ICBDA 2022);Китай;04.03.22 — 06.03.22;20.10.2021;Компьютерные;icbda2016@vip.163.com;none
6th International Conference on Innovation in Artificial Intelligence (ICIAI 2022);Китай;04.03.22 — 06.03.22;20.10.2021;Компьютерные;iciai2018@vip.163.com;none
4th International Conference on Robotics and Intelligent Systems (ICRIS 2022);Китай;11.03.22 — 13.03.22;20.10.2021;Компьютерные;icris@academic.net;none
5th International Conference on Service Robotics Technologies (ICSRT 2022);Китай;11.03.22 — 13.03.22;20.10.2021;Компьютерные;icsrt_conf@robotics.ac.cn;none
8th International Conference on Computing and Artificial Intelligence (ICCAI 2022);Китай;18.03.22 — 21.03.22;20.10.2021;Компьютерные;iccai@cbees.net;none
4th International Conference on Intelligent Medicine and Image Processing (IMIP 2022);Китай;18.03.22 — 21.03.22;20.10.2021;Компьютерные;imip@cbees.net;http://www.imip.org/
XXVII Международная научно-практическая конференция «Актуальные проблемы юриспруденции»;Россия;21.10.19 — 21.10.19;21.10.2021;Юридические;lawkonf@sibac.info;none
2021 International Conference on Smart Cities and Smart Grid (CSCSG 2021);Китай;19.11.21 — 21.11.21;21.10.2021;Технические;cscsg@iaeeee.org;none
20th ICTEL 2021 – International Conference on Teaching, Education & Learning, 23-24 October, Dubai;Арабские Эмираты;23.10.21 — 24.10.21;21.10.2021;Педагогические;convener@eurasiaresearch.info;none
8th Dubai – International Conference on Social Science & Humanities (ICSSH), 24-25 October 2021;Арабские Эмираты;24.10.21 — 25.10.21;22.10.2021;Социологические;convener@eurasiaresearch.info;none
8th ICSTR Dubai – International Conference on Science & Technology Research, 25-26 October 2021;Арабские Эмираты;25.10.21 — 26.10.21;23.10.2021;Технические;convener@eurasiaresearch.info;none
2021 – 19th International Conference on Research in Life-Sciences & Healthcare (ICRLSH), 26-27 October, Dubai;Арабские Эмираты;26.10.21 — 27.10.21;24.10.2021;Медицинские;convener@eurasiaresearch.info;none
International Conference on Nursing and Women’s Health Care;Арабские Эмираты;11.11.21 — 11.11.21;24.10.2021;Медицинские;nursing@scientexconferences.com;none
11th International Conference on Economics, Business and Marketing Management (CEBMM 2022);Сингапур;12.02.22 — 14.02.22;25.10.2021;Экономические;cebmm@academic.net;none
8th International Conference on E-Business and Applications (ICEBA 2022);Сингапур;12.02.22 — 14.02.22;25.10.2021;Экономические;iceba@academic.net;none
5th International Conference on Signal Processing and Information Communications (ICSPIC 2022);Франция;14.03.22 — 16.03.22;25.10.2021;Компьютерные;icspic@iap.org;none
5th International Conference on Electronics, Communications and Control Engineering (ICECC 2022);Япония;25.03.22 — 27.03.22;25.10.2021;Технические;icecc@iacsit.net;none
2021 International Conference on Dental Science (ICDS 2021);Китай;26.11.21 — 28.11.21;26.10.2021;Медицинские;rolin_zhang@163.com;none
The 12th International Conference on Environmental Pollution and Public Health (EPPH 2021);Китай;26.11.21 — 28.11.21;27.10.2021;Науки о Земле;editor_sarah@126.com;none
The 3rd Int'l Conference on Soil Remediation and Plant Protection (SRPP 2021);Китай;26.11.21 — 28.11.21;27.10.2021;Науки о Земле;editor_sarah@126.com;none
The 6th Conference on Soil and Water Conservation & Ecological Restoration (CSWCER 2021);Китай;26.11.21 — 28.11.21;27.10.2021;Науки о Земле;rolin_zhang@163.com;none
Int'l Conference on Environment and Clean Energy (ICECE 2021);Китай;26.11.21 — 28.11.21;27.10.2021;Экология;rolin_zhang@163.com;none
International Conference on Ecosystems and Climate Change (CECC 2021);Китай;26.11.21 — 28.11.21;27.10.2021;Экология;rolin_zhang@163.com;none
The International Conference on Cancer Therapy and Translational Medicine (CTTM 2021);Китай;26.11.21 — 28.11.21;27.10.2021;Медицинские;editor_sarah@126.com;none
2021 Int'l Conference on Diabetes and Endocrinology(ICDE 2021);Китай;26.11.21 — 28.11.21;27.10.2021;Медицинские;rolin_zhang@163.com;none
The International Conference on Molecular Medicine and Clinical Diagnosis (MMCD 2021);Китай;26.11.21 — 28.11.21;27.10.2021;Медицинские;rolin_zhang@163.com;none
The 6th Int'l Conference on Inflammation Research (CIR 2021);Китай;26.11.21 — 28.11.21;27.10.2021;Медицинские;rolin_zhang@163.com;none
2021 – XIXth International Conference on Business, Education, Law, Language & Psychology (ICBELLP), 29-30 October, Abu Dhabi;Арабские Эмираты;29.10.21 — 30.10.21;27.10.2021;Экономические;convener@eurasiaresearch.info;none
1st Edition of Global Pharmaceutical and Clinical Research Conference;Арабские Эмираты;06.12.21 — 07.12.21;29.10.2021;Физико-математические;pharmaceutical@urforum.org;none
Европейский журнал искусствоведения и культурологии. Номер 3/2021;Австрия;30.10.21 — 30.10.21;30.10.2021;Искусствоведение;pub@ppublishing.org;none
Профессионализм учителя в информационном обществе:  проблемы формирования и совершенствования;Чехия;03.11.21 — 04.11.21;30.10.2021;Юридические;sociosphere@yandex.ru;none
7th International Conference on Food Chemistry & Technology (FCT-2021) November 08-10, 2021 | Paris, France;Франция;08.11.21 — 10.11.21;30.10.2021;Химические;ddarade@uniscigroup.net;none
2021 World Heart and Cardiothoracic Surgery Conference;Тайланд;19.11.21 — 20.11.21;30.10.2021;Медицинские;heart@episirus.net;https://heart.episirus.org/
8th International Conference on Environment and Renewable Energy (ICERE 2022);Вьетнам;25.02.22 — 27.02.22;30.10.2021;Науки о Земле;icere@ieet.ac.cn;http://www.icere.org/
4th International Conference on Smart Grid and Green Energy (SGGE 2022);Вьетнам;25.02.22 — 27.02.22;30.10.2021;Науки о Земле;sgge@ieet.ac.cn;http://www.sgge.org/
5th International Conference on Mechatronics Systems and Control Engineering (ICMSCE 2022);Китай;11.03.22 — 13.03.22;30.10.2021;Компьютерные;sub@icmsce.com;none
2021 European Conference on Computer Science and Information Technology (ECCSIT 2021);Венгрия;14.12.21 — 16.12.21;31.10.2021;Технические;eccsit@iaeeee.org;none
2021 2nd International Conference on Computational Linguistics and Natural Language Processing (CLNLP 2021);Китай;03.12.21 — 05.12.21;31.10.2021;Технические;clnlp@hksra.org;none
2021 International Conference on Frontiers of Artificial Intelligence and Statistics (CFAIS 2021);Китай;01.12.21 — 03.12.21;31.10.2021;Технические;cfais@hksra.org;none
2021 3rd International Conference on Mechanical, Aerospace and Automotive Engineering (CMAAE 2021);Китай;05.12.21 — 07.12.21;31.10.2021;Технические;cmaae@hksra.org;none
2021 International Conference on Haptics and Virtual Reality (ICHVR 2021);Венгрия;14.12.21 — 16.12.21;31.10.2021;Технические;ichvr@iaeeee.org;none
2021 4th International Conference on Civil, Architectural and Environmental Engineering(ICCAEE 2021);Китай;10.12.21 — 12.12.21;31.10.2021;Технические;iccaee@iased.org;none
2021 5th International Conference on Naval Architecture and Ocean&Marine Engineering(NAOME 2021);Китай;10.12.21 — 12.12.21;31.10.2021;Технические;naome@iased.org;none
2021 5th International Conference on Vision, Image and Signal Processing (ICVISP 2021);Малайзия;18.12.21 — 20.12.21;31.10.2021;Технические;icvisp@iased.org;none
2021 4th International Joint Conference on Computer Vision and Pattern Recognition (CCVPR 2021);Малайзия;18.12.21 — 20.12.21;31.10.2021;Технические;ccvpr@iased.org;none
2021 3rd International Conference on Frontiers of Mathematics and Artificial Intelligence (CFMAI 2021);Китай;01.12.21 — 03.12.21;31.10.2021;Технические;cfmai@hksra.org;none
2021 3rd International Symposium on Computing and Artificial Intelligence (ISCAI 2021);Китай;01.12.21 — 03.12.21;31.10.2021;Технические;iscai@hksra.org;none
2021 3rd International Workshop on Signal Processing and Machine Learning (WSPML 2021);Китай;01.12.21 — 03.12.21;31.10.2021;Технические;wspml@hksra.org;none
2021 3rd Euro-Asia Conference on Frontiers of Computer Science and Information Technology (FCSIT 2021);Китай;03.12.21 — 05.12.21;31.10.2021;Технические;fcsit@hksra.org;none
2021 3rd International Conference on Big Data and Blockchain(ICBDB 2021);Китай;03.12.21 — 05.12.21;31.10.2021;Технические;icbdb@hksra.org;none
2021 3rd International Workshop on Big Data and Computing(WBDC 2021);Китай;03.12.21 — 05.12.21;31.10.2021;Технические;wbdc@hksra.org;none
International Conference on Nursing and Women’s Health Care;Арабские Эмираты;22.11.21 — 23.11.21;31.10.2021;Медицинские;nursing@scientexconferences.com;https://www.nursing.scientexconference.com/
2021 International Symposium on Automation, Mechanical and Design Engineering (SAMDE 2021);Китай;03.12.21 — 05.12.21;31.10.2021;Технические;samde@hksra.org;none
International Conference on Food Science and Nutrition;Австрия;12.11.21 — 13.11.21;31.10.2021;Сельскохозяйственные;foodscience@scientexconferences.com;none
2021 International Joint Conference on Civil and Marine Engineering(JCCME 2021);Китай;10.12.21 — 12.12.21;31.10.2021;Технические;jccme@iased.org;none
Актуальные вопросы социальных исследований и социальной работы;Чехия;05.11.21 — 06.11.21;01.11.2021;Педагогические;sociosphere@yandex.ru;none
8th CIES 2020 – Annual International Conference «Current Issues of Education and Science»;Латвия;10.11.21 — 13.11.21;01.11.2021;Экономические;sci.conferences.office@gmail.com;none
The 5th Int'l Conference on Electrochemistry and Energy Storage (CEES 2021);Китай;04.12.21 — 06.12.21;01.11.2021;Технические;workshop12@163.com;none
The 5th Int'l Conference on Petrochemical, Energy Conservation and Emissions Reduction (PECER 2021);Китай;04.12.21 — 06.12.21;01.11.2021;Технические;workshop12@163.com;none
The 3th Int'l Conference on Battery and Fuel Cell Technologies (BFCT 2021);Китай;04.12.21 — 06.12.21;01.11.2021;Технические;workshop12@163.com;none
The 8th Int'l Conference on New Energy and Sustainable Development (NESD 2021);Китай;04.12.21 — 06.12.21;01.11.2021;Технические;workshop12@163.com;none
The 3th Int'l Conference on Solar Photovoltaic Technology (CSPT 2021);Китай;04.12.21 — 06.12.21;01.11.2021;Технические;workshop12@163.com;none
The 8th Conference on Astrophysics and Space Science (APSS 2021);Китай;04.12.21 — 06.12.21;01.11.2021;Физико-математические;workshop12@163.com;none
The 6th Int'l Conference on Semiconductor Physics and Devices (ICSPD 2021);Китай;04.12.21 — 06.12.21;01.11.2021;Физико-математические;workshop12@163.com;none
